"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Location Paths","Logical Paths"
"186","active","Uncontrolled Resource Consumption in snakeyaml (GHSA-3mc7-4q67-w48m)","dependency","DEP1001_GHSA-3mc7-4q67-w48m","GHSA-3mc7-4q67-w48m","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 1.31 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/186","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-validation 2.7.1(root),Maven org.yaml:snakeyaml 1.30"
"187","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-43gc-mjxg-gvrq)","dependency","DEP1001_GHSA-43gc-mjxg-gvrq","GHSA-43gc-mjxg-gvrq","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/187","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"188","active","json-smart Uncontrolled Recursion vulnerabilty (GHSA-493p-pfq6-5258)","dependency","DEP1001_GHSA-493p-pfq6-5258","GHSA-493p-pfq6-5258","'pom.xml' contains a reference to an insecure Maven package 'net.minidev:json-smart 2.4.8'.  Recommendation: Upgrade net.minidev:json-smart from 2.4.8 to 2.4.9 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/188","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-test 2.7.1(root),Maven net.minidev:json-smart 2.4.8"
"189","active","Server-Side Forgery Request can be activated unmarshalling with XStream (GHSA-4cch-wxpw-8p28)","dependency","DEP1001_GHSA-4cch-wxpw-8p28","GHSA-4cch-wxpw-8p28","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.15 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/189","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"190","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-4hrm-m67v-5cxr)","dependency","DEP1001_GHSA-4hrm-m67v-5cxr","GHSA-4hrm-m67v-5cxr","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/190","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"191","active","XStream Denial of Service due to parser crash (GHSA-4rv7-wj6m-6c6r)","dependency","DEP1001_GHSA-4rv7-wj6m-6c6r","GHSA-4rv7-wj6m-6c6r","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","low","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/191","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"192","active","Pivotal Spring Framework contains unsafe Java deserialization methods (GHSA-4wrc-f8pq-fpqp)","dependency","DEP1001_GHSA-4wrc-f8pq-fpqp","GHSA-4wrc-f8pq-fpqp","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-web 5.3.21'.  Recommendation: Upgrade org.springframework:spring-web from 5.3.21 to 6.0.0 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/192","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-web 2.7.1(root),Maven org.springframework:spring-web 5.3.21"
"193","active","Spring Framework vulnerable to denial of service via specially crafted SpEL expression (GHSA-564r-hj7v-mcr5)","dependency","DEP1001_GHSA-564r-hj7v-mcr5","GHSA-564r-hj7v-mcr5","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-core 5.3.21'.  Recommendation: Upgrade org.springframework:spring-core from 5.3.21 to 5.3.26 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/193","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-test 2.7.1(root),Maven org.springframework:spring-core 5.3.21"
"194","active","XStream is vulnerable to an attack using Regular Expression for a Denial of Service (ReDos) (GHSA-56p8-3fh9-4cvq)","dependency","DEP1001_GHSA-56p8-3fh9-4cvq","GHSA-56p8-3fh9-4cvq","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/194","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"195","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-59jw-jqf4-3wq3)","dependency","DEP1001_GHSA-59jw-jqf4-3wq3","GHSA-59jw-jqf4-3wq3","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/195","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"196","active","XStream Denial of Service via stack overflow (GHSA-5hc5-c3m9-8vcj)","dependency","DEP1001_GHSA-5hc5-c3m9-8vcj","GHSA-5hc5-c3m9-8vcj","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","low","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/196","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"197","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-64xx-cq4q-mf44)","dependency","DEP1001_GHSA-64xx-cq4q-mf44","GHSA-64xx-cq4q-mf44","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/197","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"198","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-6w62-hx7r-mw68)","dependency","DEP1001_GHSA-6w62-hx7r-mw68","GHSA-6w62-hx7r-mw68","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/198","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"199","active","XStream can cause a Denial of Service (GHSA-6wf9-jmg9-vxcc)","dependency","DEP1001_GHSA-6wf9-jmg9-vxcc","GHSA-6wf9-jmg9-vxcc","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/199","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"200","active","XStream is vulnerable to an Arbitrary File Deletion on the local host when unmarshalling as long as the executing process has sufficient rights (GHSA-74cv-f58x-f9wf)","dependency","DEP1001_GHSA-74cv-f58x-f9wf","GHSA-74cv-f58x-f9wf","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/200","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"201","active","HyperSQL DataBase vulnerable to remote code execution when processing untrusted input (GHSA-77xx-rxvh-q682)","dependency","DEP1001_GHSA-77xx-rxvh-q682","GHSA-77xx-rxvh-q682","'pom.xml' contains a reference to an insecure Maven package 'org.hsqldb:hsqldb 2.5.2'.  Recommendation: Upgrade org.hsqldb:hsqldb from 2.5.2 to 2.7.1 to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/201","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.hsqldb:hsqldb 2.5.2"
"202","active","XStream is vulnerable to a Remote Command Execution attack (GHSA-7chv-rrw6-w6fc)","dependency","DEP1001_GHSA-7chv-rrw6-w6fc","GHSA-7chv-rrw6-w6fc","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.17 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/202","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"203","active","Denial of service in XStream (GHSA-7hwc-46rm-65jh)","dependency","DEP1001_GHSA-7hwc-46rm-65jh","GHSA-7hwc-46rm-65jh","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.10 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/203","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"204","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-8jrj-525p-826v)","dependency","DEP1001_GHSA-8jrj-525p-826v","GHSA-8jrj-525p-826v","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/204","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"205","dismissed","Undertow vulnerable to Dos via Large AJP request (GHSA-95rf-557x-44g5)","dependency","DEP1001_GHSA-95rf-557x-44g5","GHSA-95rf-557x-44g5","'pom.xml' contains a reference to an insecure Maven package 'io.undertow:undertow-core 2.2.18.Final'.  Recommendation: Upgrade io.undertow:undertow-core from 2.2.18.Final to 2.2.19.Final to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","2023-09-06T21:10:33Z","acceptedRisk","30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/205","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-undertow 2.7.1(root),Maven io.undertow:undertow-core 2.2.18.Final"
"206","active","snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write (GHSA-98wm-3w3q-mw94)","dependency","DEP1001_GHSA-98wm-3w3q-mw94","GHSA-98wm-3w3q-mw94","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 1.31 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/206","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-validation 2.7.1(root),Maven org.yaml:snakeyaml 1.30"
"207","active","XStream Denial of Service via stack overflow (GHSA-9fwf-46g9-45rx)","dependency","DEP1001_GHSA-9fwf-46g9-45rx","GHSA-9fwf-46g9-45rx","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","low","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/207","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"208","active","snakeYAML before 1.32 vulnerable to Denial of Service due to Out-of-bounds Write (GHSA-9w3m-gqgf-c4p9)","dependency","DEP1001_GHSA-9w3m-gqgf-c4p9","GHSA-9w3m-gqgf-c4p9","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 1.32 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/208","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-validation 2.7.1(root),Maven org.yaml:snakeyaml 1.30"
"209","active","snakeYAML before 1.31 vulnerable to Denial of Service due to Out-of-bounds Write (GHSA-c4r9-r8fh-9vj2)","dependency","DEP1001_GHSA-c4r9-r8fh-9vj2","GHSA-c4r9-r8fh-9vj2","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 1.31 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/209","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-validation 2.7.1(root),Maven org.yaml:snakeyaml 1.30"
"210","active","A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host (GHSA-cxfm-5m4g-x7xp)","dependency","DEP1001_GHSA-cxfm-5m4g-x7xp","GHSA-cxfm-5m4g-x7xp","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/210","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"211","active","Command Injection in Xstream (GHSA-f554-x222-wgf7)","dependency","DEP1001_GHSA-f554-x222-wgf7","GHSA-f554-x222-wgf7","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.6 to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/211","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"212","active","A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host (GHSA-f6hm-88x3-mfjv)","dependency","DEP1001_GHSA-f6hm-88x3-mfjv","GHSA-f6hm-88x3-mfjv","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/212","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"213","active","XStream can cause a Denial of Service by injecting deeply nested objects raising a stack overflow (GHSA-f8cc-g7j8-xxpm)","dependency","DEP1001_GHSA-f8cc-g7j8-xxpm","GHSA-f8cc-g7j8-xxpm","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.20 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/213","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"214","active","XStream Denial of Service due to parser crash (GHSA-fv22-xp26-mm9w)","dependency","DEP1001_GHSA-fv22-xp26-mm9w","GHSA-fv22-xp26-mm9w","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/214","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"215","active","Spring Boot Security Bypass with Wildcard Pattern Matching on Cloud Foundry (GHSA-g5h3-w546-pj7f)","dependency","DEP1001_GHSA-g5h3-w546-pj7f","GHSA-g5h3-w546-pj7f","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.boot:spring-boot-actuator-autoconfigure 2.7.1'.  Recommendation: Upgrade org.springframework.boot:spring-boot-actuator-autoconfigure from 2.7.1 to 2.7.11 to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/215","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven org.springframework.boot:spring-boot-starter-actuator 2.7.1(root),Maven org.springframework.boot:spring-boot-actuator-autoconfigure 2.7.1"
"216","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-g5w6-mrj7-75h2)","dependency","DEP1001_GHSA-g5w6-mrj7-75h2","GHSA-g5w6-mrj7-75h2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/216","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"217","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-h7v4-7xg3-hxcc)","dependency","DEP1001_GHSA-h7v4-7xg3-hxcc","GHSA-h7v4-7xg3-hxcc","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/217","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"218","active","Deserialization of Untrusted Data and Code Injection in xstream (GHSA-hf23-9pf7-388p)","dependency","DEP1001_GHSA-hf23-9pf7-388p","GHSA-hf23-9pf7-388p","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.11 to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/218","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.thoughtworks.xstream:xstream 1.4.5"
"219","active","Apache Commons FileUpload denial of service vulnerability (GHSA-hfrx-6qgj-fp6c)","dependency","DEP1001_GHSA-hfrx-6qgj-fp6c","GHSA-hfrx-6qgj-fp6c","'pom.xml' contains a reference to an insecure Maven package 'commons-fileupload:commons-fileupload 1.4'.  Recommendation: Upgrade commons-fileupload:commons-fileupload from 1.4 to 1.5 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/219","octodemo-temporary","demo-felickz","WebGoat","s/pom.xml @ 37bc01a2","Maven com.github.tomakehurst:wiremock 2.27.2(root),Maven commons-fileupload:commons-fileupload 1.4"
