"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"497","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/497","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:591 @ dd6f7f8a",""
"498","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/498","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:554 @ dd6f7f8a",""
"499","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/499","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:395 @ dd6f7f8a",""
"500","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/500","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:250 @ dd6f7f8a",""
"501","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/501","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:626 @ dd6f7f8a",""
"502","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/502","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:281 @ dd6f7f8a",""
"503","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/503","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:607 @ dd6f7f8a",""
"504","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/504","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:255 @ dd6f7f8a",""
"505","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/505","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:628 @ dd6f7f8a",""
"506","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/506","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:605 @ dd6f7f8a",""
"507","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/507","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:578 @ dd6f7f8a",""
"508","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/508","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:590 @ dd6f7f8a",""
"509","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/509","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:617 @ dd6f7f8a",""
"510","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/510","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:576 @ dd6f7f8a",""
"511","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/511","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:580 @ dd6f7f8a",""
"512","active","Missing rate limiting (js/missing-rate-limiting)","code","CodeQL","js/missing-rate-limiting","js/missing-rate-limiting","An HTTP request handler that performs expensive operations without restricting the rate at which operations can be carried out is vulnerable to denial-of-service attacks.","security,external/cwe/cwe-770,external/cwe/cwe-307,external/cwe/cwe-400","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/512","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:592 @ dd6f7f8a",""
"513","active","Missing CSRF middleware (js/missing-token-validation)","code","CodeQL","js/missing-token-validation","js/missing-token-validation","Using cookies without CSRF protection may allow malicious websites to submit requests on behalf of the user.","security,external/cwe/cwe-352","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/513","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"server.ts:266 @ dd6f7f8a",""
"514","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/514","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:123 @ dd6f7f8a",""
"515","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/515","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:237 @ dd6f7f8a",""
"516","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/516","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:132 @ dd6f7f8a",""
"517","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/517","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:31 @ dd6f7f8a",""
"518","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/518","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:158 @ dd6f7f8a",""
"519","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/519","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:149 @ dd6f7f8a",""
"520","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/520","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:204 @ dd6f7f8a",""
"521","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/521","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:243 @ dd6f7f8a",""
"522","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/522","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:63 @ dd6f7f8a",""
"523","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/523","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:195 @ dd6f7f8a",""
"524","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/524","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:259 @ dd6f7f8a",""
"525","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/525","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:88 @ dd6f7f8a",""
"526","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/526","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:107 @ dd6f7f8a",""
"527","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/527","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:140 @ dd6f7f8a",""
"528","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/528","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:115 @ dd6f7f8a",""
"529","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/529","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:249 @ dd6f7f8a",""
"530","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/530","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:186 @ dd6f7f8a",""
"531","active","Password in configuration file (js/password-in-configuration-file)","code","CodeQL","js/password-in-configuration-file","js/password-in-configuration-file","Storing unencrypted passwords in configuration files is unsafe.","security,external/cwe/cwe-256,external/cwe/cwe-260,external/cwe/cwe-313,external/cwe/cwe-522","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/531","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"data/static/users.yml:213 @ dd6f7f8a",""
"532","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/532","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/fileServer.ts:33 @ dd6f7f8a",""
"533","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/533","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeFixes.ts:80 @ dd6f7f8a",""
"534","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/534","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeFixes.ts:79 @ dd6f7f8a",""
"535","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/535","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/quarantineServer.ts:14 @ dd6f7f8a",""
"536","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/536","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/logfileServer.ts:14 @ dd6f7f8a",""
"537","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/537","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/profileImageUrlUpload.ts:31 @ dd6f7f8a",""
"538","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/538","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/keyServer.ts:14 @ dd6f7f8a",""
"539","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/539","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeSnippet.ts:94 @ dd6f7f8a",""
"540","active","Uncontrolled data used in path expression (js/path-injection)","code","CodeQL","js/path-injection","js/path-injection","Accessing paths influenced by users can allow an attacker to access unexpected resources.","security,external/cwe/cwe-022,external/cwe/cwe-023,external/cwe/cwe-036,external/cwe/cwe-073,external/cwe/cwe-099","high","2024-03-07T21:00:22Z","2024-03-07T21:00:22Z","","",,"30","0","https://dev.azure.com/octodemo-felickz/e67087a7-e72d-4562-8713-049881d236a5/_git/143f5818-f3d5-4daa-934a-cc962eb39628/alerts/540","octodemo-felickz","javascript-synthetics","juice-shop","refs/heads/master",,"routes/vulnCodeSnippet.ts:93 @ dd6f7f8a",""
