"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Location Paths","Logical Paths"
"6628","active","SQL query built from user-controlled sources (cs/sql-injection)","code","cs/sql-injection","cs/sql-injection","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","security,external/cwe/cwe-089","high","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"30","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6628","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Data/OrderRepository.cs:49 @ 8466e55a",""
"6629","active","Stored cross-site scripting (cs/web/stored-xss)","code","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6629","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Checkout/Receipts.cshtml:31 @ 8466e55a",""
"6630","active","Stored cross-site scripting (cs/web/stored-xss)","code","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6630","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Checkout/Receipts.cshtml:32 @ 8466e55a",""
"6631","active","Stored cross-site scripting (cs/web/stored-xss)","code","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6631","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Checkout/PackageTracking.cshtml:48 @ 8466e55a",""
"6632","active","Stored cross-site scripting (cs/web/stored-xss)","code","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6632","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Checkout/PackageTracking.cshtml:49 @ 8466e55a",""
"6633","active","Stored cross-site scripting (cs/web/stored-xss)","code","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6633","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Blog/Index.cshtml:22 @ 8466e55a",""
"6634","active","Stored cross-site scripting (cs/web/stored-xss)","code","cs/web/stored-xss","cs/web/stored-xss","Writing input from the database directly to a web page indicates a cross-site scripting vulnerability if the data was originally user-provided.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6634","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Blog/_BlogEntryPartial.cshtml:5 @ 8466e55a",""
"6635","active","URL redirection from remote source (cs/web/unvalidated-url-redirection)","code","cs/web/unvalidated-url-redirection","cs/web/unvalidated-url-redirection","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","security,external/cwe/cwe-601","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6635","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Controllers/AccountController.cs:50 @ 8466e55a",""
"6636","active","URL redirection from remote source (cs/web/unvalidated-url-redirection)","code","cs/web/unvalidated-url-redirection","cs/web/unvalidated-url-redirection","URL redirection based on unvalidated user input may cause redirection to malicious web sites.","security,external/cwe/cwe-601","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6636","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Controllers/CheckoutController.cs:219 @ 8466e55a",""
"6637","active","Cross-site scripting (cs/web/xss)","code","cs/web/xss","cs/web/xss","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","security,external/cwe/cwe-079,external/cwe/cwe-116","medium","2023-09-05T20:23:50Z","2023-09-05T20:23:50Z","","",,"90","0","https://dev.azure.com/octodemo/78dd1bba-c783-4f28-8188-6633be85cb27/_git/eabb1da2-8c0d-44cb-a373-1e92eb7383e4/alerts/6637","octodemo","octodemo-felickz-ghazdo-dotnet","octodemo-felickz-ghazdo-dotnet-nodejs","WebGoatCore/Views/Shared/_LoginPartial.cshtml:16 @ 8466e55a",""
