"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","Dismissal Message","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Dependency Type","Location Paths","Logical Paths"
"1530","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1530?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/tokenSaleChallenge_3_correct.ts:3 @ 116a78c5",""
"1531","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1531?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/tokenSaleChallenge_3_correct.ts:9 @ 116a78c5",""
"1532","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1532?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginAdminChallenge_4_correct.ts:39 @ 116a78c5",""
"1533","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1533?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/xssBonusChallenge_3.ts:1 @ 116a78c5",""
"1534","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1534?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/weakPasswordChallenge_3.ts:2 @ 116a78c5",""
"1535","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1535?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/weakPasswordChallenge_3.ts:12 @ 116a78c5",""
"1536","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1536?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/xssBonusChallenge_4.ts:1 @ 116a78c5",""
"1537","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1537?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/weakPasswordChallenge_2.ts:2 @ 116a78c5",""
"1538","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1538?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/weakPasswordChallenge_2.ts:13 @ 116a78c5",""
"1539","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1539?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginJimChallenge_1_correct.ts:39 @ 116a78c5",""
"1540","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1540?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginBenderChallenge_2_correct.ts:39 @ 116a78c5",""
"1541","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1541?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/registerAdminChallenge_2.ts:25 @ 116a78c5",""
"1542","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1542?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/restfulXssChallenge_2.ts:57 @ 116a78c5",""
"1543","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1543?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/restfulXssChallenge_2.ts:1 @ 116a78c5",""
"1544","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1544?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/localXssChallenge_4.ts:1 @ 116a78c5",""
"1545","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1545?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/weakPasswordChallenge_1_correct.ts:2 @ 116a78c5",""
"1546","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1546?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/weakPasswordChallenge_1_correct.ts:9 @ 116a78c5",""
"1547","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1547?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginJimChallenge_3.ts:39 @ 116a78c5",""
"1548","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1548?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/localXssChallenge_2_correct.ts:1 @ 116a78c5",""
"1549","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1549?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginBenderChallenge_1.ts:41 @ 116a78c5",""
"1550","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1550?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/registerAdminChallenge_1.ts:37 @ 116a78c5",""
"1551","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1551?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/restfulXssChallenge_4.ts:57 @ 116a78c5",""
"1552","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1552?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/restfulXssChallenge_4.ts:1 @ 116a78c5",""
"1553","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1553?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginJimChallenge_2.ts:38 @ 116a78c5",""
"1554","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1554?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/xssBonusChallenge_2.ts:1 @ 116a78c5",""
"1555","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1555?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/registerAdminChallenge_4.ts:36 @ 116a78c5",""
"1556","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1556?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/registerAdminChallenge_3_correct.ts:37 @ 116a78c5",""
"1557","active","Syntax error (js/syntax-error)","code","CodeQL","js/syntax-error","js/syntax-error","A piece of code could not be parsed due to syntax errors.","reliability,correctness,language-features","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1557?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/loginBenderChallenge_4.ts:38 @ 116a78c5",""
"1558","active","Template Object Injection (js/template-object-injection)","code","CodeQL","js/template-object-injection","js/template-object-injection","Instantiating a template using a user-controlled object is vulnerable to local file read and potential remote code execution.","security,external/cwe/cwe-073,external/cwe/cwe-094","critical","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"7","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1558?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"routes/dataErasure.ts:87 @ 116a78c5",""
"1559","active","Template Object Injection (js/template-object-injection)","code","CodeQL","js/template-object-injection","js/template-object-injection","Instantiating a template using a user-controlled object is vulnerable to local file read and potential remote code execution.","security,external/cwe/cwe-073,external/cwe/cwe-094","critical","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"7","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1559?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"routes/dataErasure.ts:72 @ 116a78c5",""
"1560","active","Useless conditional (js/trivial-conditional)","code","CodeQL","js/trivial-conditional","js/trivial-conditional","If a conditional expression always evaluates to true or always evaluates to false, this suggests incomplete code or a logic error.","correctness,external/cwe/cwe-570,external/cwe/cwe-571","warning","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"90","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1560?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"frontend/src/assets/private/three.js:23432 @ 116a78c5",""
"1561","active","Type confusion through parameter tampering (js/type-confusion-through-parameter-tampering)","code","CodeQL","js/type-confusion-through-parameter-tampering","js/type-confusion-through-parameter-tampering","Sanitizing an HTTP request parameter may be ineffective if the user controls its type.","security,external/cwe/cwe-843","critical","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"7","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1561?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"lib/insecurity.ts:138 @ 116a78c5",""
"1562","active","Type confusion through parameter tampering (js/type-confusion-through-parameter-tampering)","code","CodeQL","js/type-confusion-through-parameter-tampering","js/type-confusion-through-parameter-tampering","Sanitizing an HTTP request parameter may be ineffective if the user controls its type.","security,external/cwe/cwe-843","critical","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"7","15","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1562?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"routes/search.ts:22 @ 116a78c5",""
"1563","active","Unreachable statement (js/unreachable-statement)","code","CodeQL","js/unreachable-statement","js/unreachable-statement","Unreachable statements are often indicative of missing code or latent bugs and should be avoided.","maintainability,correctness,external/cwe/cwe-561","warning","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"90","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1563?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"frontend/src/assets/private/three.js:29417 @ 116a78c5",""
"1564","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1564?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"frontend/src/app/web3-sandbox/web3-sandbox.component.ts:17 @ 116a78c5",""
"1565","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1565?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/unionSqlInjectionChallenge_1.ts:8 @ 116a78c5",""
"1566","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1566?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/unionSqlInjectionChallenge_2_correct.ts:9 @ 116a78c5",""
"1567","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1567?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/forgedReviewChallenge_3.ts:3 @ 116a78c5",""
"1568","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1568?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/noSqlReviewsChallenge_2.ts:3 @ 116a78c5",""
"1569","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1569?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/dbSchemaChallenge_3.ts:13 @ 116a78c5",""
"1570","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1570?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/exposedMetricsChallenge_2.ts:2 @ 116a78c5",""
"1571","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1571?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"data/static/codefixes/dbSchemaChallenge_1.ts:7 @ 116a78c5",""
"1572","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1572?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"frontend/src/assets/private/three.js:33260 @ 116a78c5",""
"1573","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1573?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"frontend/src/assets/private/three.js:10268 @ 116a78c5",""
"1574","active","Unused variable, import, function or class (js/unused-local-variable)","code","CodeQL","js/unused-local-variable","js/unused-local-variable","Unused variables, imports, functions or classes may be a symptom of a bug and should be examined carefully.","maintainability","note","2024-11-05T22:31:14Z","2024-11-05T22:31:14Z","","",,,"180","0","https://dev.azure.com/octodemo-felickz/6a81438c-b480-4b66-8261-2ce43b3446d5/_git/3c4e798c-607c-405a-b622-668d1ebbdbaa/alerts/1574?branch=refs/pull/32/merge","octodemo-felickz","test-cases","juice-shop-PR-target-test","refs/pull/32/merge",,,"frontend/src/assets/private/three.js:36710 @ 116a78c5",""
